Index,company_id,company_name,category_code,status,owner_id
368,c:23848,Crosscheck Networks,web,operating,34
369,c:2385,Scary Ideas,web,operating,79
370,c:238577,Imimtek,software,operating,87
372,c:239028,Jaunty.org,consulting,operating,27
373,c:239319,RAZ Mobile,mobile,operating,83
375,c:239879,Mangstor,network_hosting,operating,35
376,c:24044,Stromedix,biotech,operating,15
377,c:240481,Smart Button,software,acquired,39
378,c:100271,Balance Financial,enterprise,operating,71
379,c:10058,cosinity,web,operating,87
380,c:101880,Zuse,software,operating,49
383,c:10447,Fizmo,software,operating,60
384,c:10467,Pogostick,software,operating,29
385,c:105055,Blend360 Communications,public_relations,operating,35
386,c:105203,WebDevStudios,consulting,operating,36
387,c:105243,orderbolt,software,operating,98
388,c:105248,Pinchit,ecommerce,operating,23
389,c:105315,Gamerizon Studio,games_video,operating,8
390,c:10541,GamerTrainer,other,operating,74
391,c:105480,LiftTickets.com,ecommerce,operating,11
392,c:10665,photothread,web,operating,71
394,c:107719,Franchise Gator,other,operating,13
395,c:1089,Davidville,web,operating,6
396,c:10947,P3 New Media,other,operating,62
399,c:11193,Hollywood Interactive Group,web,closed,69
402,c:11242,Frontline Selling,other,operating,4
403,c:11542,Exajoule,hardware,operating,59
404,c:115642,Shiloh Street Real Estate,consulting,operating,8
405,c:11583,Radio One Llama,games_video,operating,89
406,c:11628,BuzzBuy,ecommerce,closed,30
407,c:1163,TrialPay,advertising,operating,20
408,c:11664,smashLAB,consulting,operating,2
409,c:11722,Broadcast.com,games_video,acquired,43
410,c:118591,Informed Medical Decisions,biotech,operating,33
411,c:11886,mnlakeplace.com,ecommerce,operating,2
413,c:119374,Theracrine,biotech,operating,40
414,c:12106,Outcast,web,operating,94
415,c:12198,Edoceo,consulting,operating,95
416,c:12223,C-KDeals Technology,hardware,operating,54
417,c:12287,Websense,software,ipo,46
419,c:12407,Webgineers,web,operating,35
420,c:12431,SharperAgent,software,operating,18
421,c:124938,SimpleReach,advertising,operating,53
422,c:12524,CarZen,web,acquired,46
423,c:12613,acerno,web,acquired,20
424,c:12776,Slicehost,web,acquired,22
425,c:12855,Atlantic Records,games_video,operating,76
426,c:12934,FICO (Fair Isaac Corporation),software,operating,73
428,c:13166,NPD Group,consulting,operating,6
429,c:1320,Adteractive,advertising,operating,48
430,c:13243,MedCommons,web,operating,80
431,c:132893,KH Media,games_video,operating,59
432,c:13372,Hitchsters,web,operating,91
433,c:1339,Viewpoint,web,operating,79
441,c:13612,NOM,web,operating,74
442,c:1362,HOVRS,web,operating,70
444,c:137426,influencers@,consulting,operating,70
446,c:137921,Agradis,biotech,operating,67
447,c:138085,HepatoChem,biotech,operating,73
448,c:138660,MD Heavy Industries,games_video,operating,61
450,c:1392,Sneakerplay,web,acquired,1
451,c:13923,TwentyFour6,advertising,closed,52
454,c:13953,O'Reilly Media,advertising,operating,19
455,c:13956,Networkciti.com,web,operating,52
456,c:139635,Monark Golf,ecommerce,operating,12
457,c:139640,Real Time Tomography,software,operating,72
458,c:139718,Wirkle,mobile,acquired,52
459,c:139799,Solv Staffing,consulting,operating,76
461,c:139859,Actin Web Video,games_video,operating,64
462,c:139886,YourEncore,consulting,operating,95
463,c:139990,Think Revision,web,operating,79
464,c:1405,Whyville,web,operating,80
465,c:140727,Mediasimple,enterprise,operating,12
466,c:1409,FindArticles,web,acquired,61
467,c:140933,Qriket,games_video,operating,65
468,c:140941,Lamp Post Group,other,operating,2
469,c:140970,Lord Magnus,ecommerce,operating,46
471,c:141419,Numerotron,software,operating,24
472,c:141591,ClearServe,software,operating,69
473,c:141699,Hoody,web,operating,86
474,c:141751,FDIS DALLAS,software,operating,37
475,c:141872,Mythos Labs,games_video,operating,82
476,c:141999,Tasqe,other,closed,50
478,c:142498,Web Design New York,software,operating,48
479,c:14254,Gnoso,software,operating,43
480,c:14256,Verix,software,operating,94
481,c:14271,American Broadband Family of Companies,other,operating,71
482,c:142752,Astound Labs,mobile,operating,98
484,c:143195,Startup Compass,software,operating,36
485,c:143473,Computer Helpers,network_hosting,operating,22
486,c:143513,Spling,advertising,operating,30
488,c:143868,Vertical Performance Partners,mobile,acquired,71
489,c:144176,Vascular Dynamics,hardware,operating,84
490,c:144232,rcmnd,web,operating,54
491,c:144377,PsychicsLive.com,web,operating,40
492,c:144434,Havahart Wireless,ecommerce,operating,25
493,c:144540,Safety Track,ecommerce,operating,51
494,c:144659,DameWare Development,software,acquired,45
495,c:144818,GlobalNewsMen,mobile,operating,58
496,c:145160,Discriminant.ly,web,operating,42
499,c:145241,Flagstuff.com,ecommerce,operating,62
500,c:145244,Morpheus Hypnosis,web,operating,21
501,c:145674,Quorus,software,acquired,100
502,c:145691,Permeon Biologics,biotech,operating,14
503,c:14587,Lloyd Clark LLC,consulting,operating,39
504,c:145924,MacuCLEAR,biotech,operating,36
505,c:14595,Vuvox,web,acquired,4
506,c:145991,Call Climate,other,operating,51
507,c:14600,b2b2dot0,ecommerce,operating,62
508,c:146015,Smart Imaging Technologies,software,operating,59
510,c:146032,ImmuneXcite,biotech,operating,47
511,c:1463,Shoutingmat.ch,web,operating,85
512,c:146339,Sez.me,web,operating,94
513,c:146510,Resuvi,web,operating,46
514,c:146659,PublicRelay,advertising,operating,30
516,c:147,PlaceBlogger,web,closed,85
517,c:14711,SHUB,mobile,operating,98
519,c:147241,freshbag,other,operating,97
520,c:14758,DispatchThis,web,operating,97
521,c:147617,Artcator,ecommerce,operating,57
523,c:147817,MedRunner,software,operating,59
525,c:14792,gliider,web,operating,93
527,c:14815,Build-A-Bear Workshop,games_video,operating,49
529,c:148388,Flavorpill,web,operating,63
531,c:14861,Vocollect,hardware,acquired,14
536,c:1490,Eighty Three Degrees,web,operating,66
537,c:149025,Skim.Me,web,operating,22
538,c:149106,Del Rey Studios,games_video,operating,69
539,c:149281,Aero Financial,other,operating,82
542,c:14953,Pronto Networks,mobile,operating,22
543,c:149570,Atrium Solutions,enterprise,acquired,75
545,c:14975,Yonkly,enterprise,operating,57
546,c:149855,XtremeSignPost,biotech,operating,88
549,c:150422,Lightwire,enterprise,acquired,78
550,c:150549,Disruptive Technologies,software,operating,30
551,c:150585,Birri,other,operating,10
552,c:150586,Birri Group,other,operating,87
553,c:150587,Browse on,public_relations,operating,21
554,c:150588,Bag of goodies,other,operating,89
555,c:150627,Honeybear Healthcare LLC,ecommerce,closed,51
556,c:150781,Foundry Hiring,software,acquired,58
557,c:150785,Ubi Video,games_video,operating,27
558,c:150796,GeneWeave Biosciences,biotech,operating,47
559,c:150809,Clinical Coding Solutions,other,acquired,70
560,c:150861,i4 Edge,consulting,operating,30
562,c:150894,LVL6,games_video,operating,7
565,c:151089,Plink,web,operating,56
566,c:151210,Prodhub,other,operating,21
567,c:151337,Agile Partners,software,operating,42
570,c:151591,Ping4,software,operating,43
571,c:151596,The Bartech Group,consulting,operating,59
572,c:151660,igcompany entertainment,games_video,operating,98
573,c:151694,GreenPages Technology Solutions,consulting,operating,28
574,c:151730,UniFund,software,acquired,68
575,c:151802,Aastrom Biosciences,biotech,operating,37
577,c:152026,Marina Biotech,biotech,operating,39
578,c:152102,Excelfore Corporation,enterprise,operating,61
579,c:152291,Pictometry International,other,operating,93
580,c:152389,Swiss Commerce,software,operating,26
581,c:152412,ALFY Network,advertising,operating,96
582,c:152614,Hipstamatic,web,operating,48
583,c:152757,Merchant Exchange,web,operating,16
584,c:152804,Vulcan Flex Circuit Corporation,enterprise,operating,47
585,c:152831,Aptis Communications,public_relations,operating,7
586,c:152955,Enalux LLC,other,operating,89
587,c:152966,ClutchCook,mobile,operating,20
590,c:153048,Muzieo Media,games_video,operating,92
592,c:153294,The Logica,web,operating,35
594,c:153362,The Game,mobile,operating,68
595,c:153590,Pintics,web,closed,39
597,c:153652,b4realtv pro,other,operating,36
598,c:153690,TapMesh,other,operating,70
599,c:153802,SocialInSight LLC,web,operating,66
600,c:153838,eGain Communications Corporation,software,operating,89
601,c:153939,Friese Customs,ecommerce,operating,87
602,c:153952,Computer Services and Solutions,software,operating,63
603,c:154029,Lishes,games_video,operating,95
605,c:1542,Trezr,web,operating,73
606,c:154202,sayHello,web,operating,87
607,c:154249,Bespoke Post,web,operating,96
609,c:154441,SixIntel,software,closed,13
610,c:154574,LinenHoney,games_video,operating,68
611,c:154831,WalkMe,enterprise,operating,34
613,c:155033,Incase,hardware,operating,78
617,c:155708,LeukoDx,biotech,operating,9
618,c:155819,SproutMobi,mobile,operating,68
619,c:15584,Donkey and Goat,other,operating,8
621,c:156075,Trustr,web,operating,80
622,c:156155,Immusoft,biotech,operating,1
623,c:156157,Blackaeon International,other,operating,5
624,c:156242,The Merrick Group,ecommerce,operating,97
626,c:15635,Great Expectations,other,operating,73
627,c:156623,Microtrip.it,web,operating,96
628,c:1568,Takkle,web,acquired,56
629,c:1569,DGP Labs,web,closed,53
631,c:157110,SRS Medical Systems,biotech,operating,44
634,c:157264,InToTally,mobile,operating,85
635,c:15730,xzapps,software,operating,26
636,c:157362,PixAwe,mobile,operating,33
637,c:157788,Vertrax Inc,software,operating,25
638,c:157889,Sensha,web,operating,69
639,c:158045,BioSurplus,biotech,operating,73
640,c:158048,batterii,software,operating,54
641,c:15838,Wellesley Media,consulting,operating,82
642,c:158643,PrivateDocs,web,operating,86
643,c:158688,AdMecha,mobile,operating,25
644,c:15869,Kabongo,games_video,operating,17
645,c:15879,Catalist Homes,other,operating,21
646,c:15884,Telonu,web,operating,39
648,c:159267,Analog Productions,other,operating,63
653,c:160034,DEALPalette,mobile,operating,6
655,c:160143,Welichem Biotech,biotech,operating,31
656,c:16027,Tsavo Agency,web,operating,100
657,c:160506,Stern Data Group,advertising,operating,43
658,c:160507,BliSquare,web,operating,87
661,c:160952,American Medical and Information Services,software,operating,51
662,c:160996,Dark Skull Studios,games_video,operating,15
665,c:161383,Project Arcadia,ecommerce,operating,86
666,c:161487,Barrera Search Marketing,advertising,operating,32
667,c:161493,Wobblesoft,mobile,operating,47
668,c:161521,Regaalo,ecommerce,operating,7
669,c:16162,Globaltel Media,mobile,operating,63
670,c:161627,Qwwee,ecommerce,operating,16
672,c:161782,Reentry Games,games_video,operating,63
673,c:161837,Roudr Automotive Network,other,operating,49
674,c:161877,DormInk.com,ecommerce,operating,94
676,c:162168,The Taploid,web,operating,76
678,c:162380,Viridis Learning,web,operating,4
680,c:16250,Apredica,biotech,operating,19
684,c:162853,J. Goodin,other,operating,64
685,c:162946,DraftKings,games_video,operating,19
686,c:162980,Giraffon,mobile,operating,100
687,c:162997,Gemmus Pharma,biotech,operating,60
688,c:1630,Visivo Communications,web,operating,66
689,c:163347,Givegoods,web,operating,18
693,c:16429,Now Software,software,acquired,56
694,c:1643,AdMedian LLC,web,closed,8
695,c:164537,Tap for Tap,advertising,operating,53
696,c:16470,Aristotle,software,operating,15
697,c:164713,Liquipel,mobile,operating,52
699,c:164734,Capstory,web,operating,34
701,c:164852,Roamsoft Tech,software,operating,6
702,c:1649,REVShare,web,operating,52
704,c:165399,Clutch.io,mobile,acquired,33
705,c:165498,Main Street,other,operating,24
706,c:16558,Vator.TV,games_video,operating,7
709,c:165911,Relmada Therapeutics,biotech,operating,96
710,c:166117,Intentional Software,software,operating,71
711,c:166211,Chesapeake Digital Technologies,consulting,operating,32
712,c:166284,EyeNetra,biotech,operating,70
713,c:166285,Contrail Systems,software,operating,96
714,c:166329,GoScale,network_hosting,operating,90
715,c:166340,Contriby,ecommerce,operating,66
716,c:166529,Arrow Specialist,advertising,operating,87
719,c:166926,Verbumsoft,software,operating,81
720,c:167057,Kingmaker,web,acquired,70
721,c:167164,Sidebark,mobile,operating,22
722,c:167193,Stage 2 Networks,hardware,operating,33
723,c:167195,FiberMedia Group,software,operating,28
724,c:167198,Cyber Development Group International,network_hosting,operating,52
725,c:167199,XKL,software,operating,74
726,c:167209,Zillionize,enterprise,operating,32
727,c:167212,WhereIsMyBusiness.com,network_hosting,operating,33
728,c:167216,Avior Product Development,consulting,operating,39
729,c:16727,Comedy.com,web,operating,12
730,c:167417,Ridiculous Lifestyle,other,operating,60
733,c:16753,Stiki Digital,web,closed,88
735,c:167622,dress.me,other,operating,15
738,c:167788,HiMom,mobile,operating,3
740,c:168358,FuelStage,ecommerce,operating,91
743,c:169238,Say It With A Condom,ecommerce,operating,34
744,c:16932,VoiceCurve,other,operating,44
746,c:16938,BookFresh,web,acquired,35
748,c:169419,Portico,mobile,operating,34
750,c:169494,SalesMarker,software,operating,83
751,c:169515,LimoNerd,software,operating,54
752,c:169638,Cubikal,mobile,operating,52
753,c:170065,STS inks,ecommerce,operating,49
754,c:170075,Beezmap,other,operating,42
757,c:170487,SlickPixel Labs,web,operating,48
758,c:170515,WiOffer,mobile,operating,21
760,c:170662,Aryosys,other,operating,48
761,c:170847,Nascent Blue,consulting,operating,10
762,c:170863,Lean Startup Videos,advertising,operating,93
763,c:170878,Iggli Travel,web,operating,33
764,c:170893,GoNation,web,operating,94
765,c:171035,RolePoint,software,operating,83
766,c:171062,DART Therapeutics,biotech,operating,41
768,c:171316,CIG Wireless,mobile,operating,96
770,c:17146,Flashbang Studios,mobile,operating,34
771,c:17152,Empty Clip Studios,mobile,operating,42
772,c:17153,Clock Studios,mobile,operating,44
773,c:17157,DAVA Consulting,mobile,operating,89
774,c:171571,7eCom,ecommerce,operating,22
777,c:17176,Vectorform,mobile,operating,10
778,c:17184,USA Today,other,operating,83
779,c:17187,Square Enix Japan,mobile,operating,28
780,c:17190,Plausible Labs Cooperative,mobile,operating,83
782,c:172050,Content Raven,enterprise,operating,29
783,c:172061,CheckMate Mobile,software,operating,96
786,c:172223,AerifyMedia,advertising,operating,35
788,c:172521,RoverTown,advertising,operating,86
789,c:172534,PCN Technology,network_hosting,operating,75
790,c:172562,Datagres Technologies,network_hosting,operating,60
791,c:172675,Atreca,biotech,operating,73
792,c:172679,AirPR,public_relations,operating,91
793,c:1727,NetApp,software,ipo,31
794,c:172772,MSI Data,software,operating,37
796,c:172914,MyVR,software,operating,97
797,c:1730,HaloScan,web,acquired,78
798,c:173193,Call the Junkman,other,operating,34
799,c:173212,TouchéComm [ too·sháy·com ],ecommerce,operating,75
800,c:173273,Vestec,software,operating,1
801,c:173387,BioMarker Strategies,biotech,operating,55
802,c:1734,Equine Now,web,operating,48
804,c:173467,Alternate Energy Company,biotech,operating,58
805,c:173501,SeatNinja,mobile,operating,54
806,c:173515,Perfect Audience,advertising,operating,36
808,c:17369,Future Brand,consulting,operating,75
809,c:17372,Symagio,web,operating,89
810,c:173970,PublicStuff,web,operating,85
816,c:174192,TapWise,software,operating,18
818,c:174312,MotoSpeed Ventures,web,operating,40
819,c:174569,Streak,web,operating,4
820,c:174630,scroll kit,web,operating,19
821,c:174669,Wavecraft,hardware,operating,33
824,c:174816,m4mlmsoftware.com,software,operating,13
825,c:174877,dezirus,web,operating,32
826,c:174904,adhoclabs,mobile,operating,97
827,c:174950,Cabana,mobile,acquired,31
830,c:175046,BrightStar Partners,consulting,acquired,98
831,c:175164,Flint and Tinder,ecommerce,operating,13
832,c:175271,Skinected,advertising,operating,59
833,c:17534,Motio,software,operating,53
834,c:175368,Decoder,mobile,operating,3
835,c:17547,Tradual Inc.,ecommerce,operating,35
836,c:175477,Or Be Square,web,operating,26
837,c:175574,Little Details,mobile,operating,93
838,c:175624,ZS Pharma,biotech,operating,98
842,c:17583,Bolt Creative,mobile,operating,40
843,c:17585,Zerion Software,mobile,operating,75
844,c:175908,All Star Secure Shred,advertising,operating,10
846,c:17592,LL Group,mobile,operating,64
847,c:17593,Bone Gravy Games,mobile,operating,97
848,c:17597,RustyBrick,mobile,operating,53
849,c:176045,Unikron Inc,advertising,operating,77
851,c:17614,Lakefront Software,mobile,operating,22
852,c:17615,Maverick Software,mobile,operating,31
853,c:176240,Inspirage,consulting,operating,44
855,c:176426,WebTuner,games_video,operating,33
857,c:176581,My Parking Permits,ecommerce,operating,86
858,c:176787,Cinarra Systems,mobile,operating,20
863,c:177024,MyPerfectGift.com,web,operating,56
865,c:177319,Seesaw,mobile,acquired,13
866,c:177428,X stunts,other,operating,28
867,c:177729,Retail Land,ecommerce,operating,48
